TranscriptID	GeneID	TranscriptCategory	GeneSymbol
XM_049877091.1	LOC126072239	mRNA	MRI1
XM_049877092.1	C3H19orf53	mRNA	C3H19orf53
XM_049877093.1	LOC126072241	mRNA	ADGRL1
XM_049877094.1	LOC126072241	mRNA	ADGRL1
XM_049877095.1	LOC126072241	mRNA	ADGRL1
XM_049877096.1	LOC126072241	mRNA	ADGRL1
XM_049877097.1	LOC126072242	mRNA	RFX1
XM_049877098.1	LOC126072235	mRNA	UPK1B
XM_049877099.1	LOC126072242	mRNA	RFX1
XM_049877100.1	LOC126072242	mRNA	RFX1
XM_049877101.1	LOC126072243	mRNA	ZSWIM4
XM_049877102.1	LOC126072243	mRNA	ZSWIM4
XM_049877103.1	LOC126072244	mRNA	CC2D1A
XM_049877104.1	LOC126072244	mRNA	CC2D1A
XM_049877105.1	LOC126072244	mRNA	CC2D1A
XM_049877106.1	LOC126072245	mRNA	PKN1
XM_049877107.1	LOC126072235	mRNA	UPK1B
XM_049877108.1	LOC126072245	mRNA	PKN1
XM_049877109.1	LOC126072245	mRNA	PKN1
XM_049877110.1	LOC126072246	mRNA	ADGRE5
XM_049877111.1	LOC126072246	mRNA	ADGRE5
XM_049877112.1	LOC126072246	mRNA	ADGRE5
XM_049877113.1	LOC126072246	mRNA	ADGRE5
XM_049877114.1	LOC126072246	mRNA	ADGRE5
XM_049877115.1	LOC126072247	mRNA	LOC126072247
XM_049877116.1	LOC126072248	mRNA	ADGRE3
XM_049877117.1	LOC126072235	mRNA	UPK1B
XM_049877118.1	LOC126072249	mRNA	IL27RA
XM_049877119.1	LOC126072249	mRNA	IL27RA
XM_049877120.1	LOC126072249	mRNA	IL27RA
XM_049877121.1	LOC126072250	mRNA	DCAF15
XM_049877122.1	LOC126072250	mRNA	DCAF15
XM_049877123.1	LOC126072251	mRNA	LOC126072251
XM_049877124.1	LOC126072251	mRNA	LOC126072251
XM_049877125.1	LOC126072251	mRNA	LOC126072251
XM_049877126.1	LOC126072251	mRNA	LOC126072251
XM_049877127.1	LOC126072251	mRNA	LOC126072251
XM_049877128.1	LOC126072253	mRNA	PODNL1
XM_049877129.1	LOC126072252	mRNA	B4GALT4
XM_049877130.1	LOC126072253	mRNA	PODNL1
XM_049877131.1	LOC126072253	mRNA	PODNL1
XM_049877132.1	LOC126072254	mRNA	SAMD1
XM_049877133.1	LOC126072254	mRNA	SAMD1
XM_049877134.1	LOC126072255	mRNA	ZNF333
XM_049877135.1	LOC126072255	mRNA	ZNF333
XM_049877136.1	LOC126072255	mRNA	ZNF333
XM_049877137.1	LOC126072255	mRNA	ZNF333
XM_049877138.1	LOC126072252	mRNA	B4GALT4
XM_049877139.1	LOC126072256	mRNA	PTGER1
XM_049877140.1	LOC126072256	mRNA	PTGER1
XM_049877141.1	LOC126072257	mRNA	DDX39A
XM_049877142.1	LOC126072258	mRNA	CLEC17A
XM_049877143.1	LOC126072258	mRNA	CLEC17A
XM_049877144.1	LOC126072258	mRNA	CLEC17A
XM_049877145.1	LOC126072258	mRNA	CLEC17A
XM_049877146.1	LOC126072259	mRNA	PRKACA
XM_049877147.1	LOC126072260	mRNA	GIPC1
XM_049877148.1	LOC126072260	mRNA	GIPC1
XM_049877149.1	LOC126072262	mRNA	DNAJB1
XM_049877150.1	C3H19orf67	mRNA	C3H19orf67
XM_049877151.1	LOC126072264	mRNA	TECR
XM_049877152.1	LOC126072265	mRNA	LOC126072265
XM_049877153.1	LOC126072266	mRNA	MISP3
XM_049877154.1	LOC126072268	mRNA	ASF1B
XM_049877155.1	LOC126072267	mRNA	TMEM39A
XM_049877156.1	LOC126072269	mRNA	NDUFB7
XM_049877157.1	LOC126072270	mRNA	RLN3
XM_049877158.1	LOC126072271	mRNA	PALM3
XM_049877159.1	LOC126072273	mRNA	LOC126072273
XM_049877160.1	LOC126072274	mRNA	LOC126072274
XM_049877161.1	LOC126072276	mRNA	LOC126072276
XM_049877162.1	LOC126072277	mRNA	LOC126072277
XM_049877163.1	LOC126072278	mRNA	LOC126072278
XM_049877164.1	LOC126072275	mRNA	POGLUT1
XM_049877165.1	LOC126072279	mRNA	LOC126072279
XM_049877166.1	LOC126072280	mRNA	LOC126072280
XM_049877167.1	LOC126072280	mRNA	LOC126072280
XM_049877168.1	LOC126072280	mRNA	LOC126072280
XM_049877169.1	LOC126072281	mRNA	LOC126072281
XM_049877170.1	LOC126072284	mRNA	LOC126072284
XM_049877171.1	LOC126072284	mRNA	LOC126072284
XM_049877172.1	LOC126072284	mRNA	LOC126072284
XM_049877173.1	LOC126072284	mRNA	LOC126072284
XM_049877174.1	LOC126072284	mRNA	LOC126072284
XM_049877175.1	LOC126072284	mRNA	LOC126072284
XM_049877176.1	LOC126072284	mRNA	LOC126072284
XM_049877177.1	LOC126072285	mRNA	TIMMDC1
XM_049877178.1	LOC126072284	mRNA	LOC126072284
XM_049877179.1	LOC126072284	mRNA	LOC126072284
XM_049877180.1	LOC126072284	mRNA	LOC126072284
XM_049877181.1	LOC126072284	mRNA	LOC126072284
XM_049877182.1	LOC126072284	mRNA	LOC126072284
XM_049877183.1	LOC126072284	mRNA	LOC126072284
XM_049877184.1	LOC126072286	mRNA	LOC126072286
XM_049877185.1	LOC126072287	mRNA	SLC1A6
XM_049877186.1	LOC126072288	mRNA	LOC126072288
XM_049877187.1	LOC126072288	mRNA	LOC126072288
XM_049877188.1	LOC126072288	mRNA	LOC126072288
XM_049877189.1	LOC126072288	mRNA	LOC126072288
XM_049877190.1	LOC126072288	mRNA	LOC126072288
XM_049877191.1	LOC126072289	mRNA	CD80
XM_049877192.1	LOC126072288	mRNA	LOC126072288
XM_049877193.1	LOC126072288	mRNA	LOC126072288
XM_049877194.1	LOC126072288	mRNA	LOC126072288
XM_049877195.1	LOC126072288	mRNA	LOC126072288
XM_049877196.1	LOC126072288	mRNA	LOC126072288
XM_049877197.1	LOC126072288	mRNA	LOC126072288
XM_049877198.1	LOC126072288	mRNA	LOC126072288
XM_049877199.1	LOC126072290	mRNA	LOC126072290
XM_049877200.1	LOC126072290	mRNA	LOC126072290
XM_049877201.1	LOC126072290	mRNA	LOC126072290
XM_049877202.1	LOC126072289	mRNA	CD80
XM_049877203.1	LOC126072290	mRNA	LOC126072290
XM_049877204.1	LOC126072291	mRNA	SYDE1
XM_049877205.1	LOC126072292	mRNA	ILVBL
XM_049877206.1	LOC126072292	mRNA	ILVBL
XM_049877207.1	LOC126072292	mRNA	ILVBL
XM_049877208.1	LOC126072292	mRNA	ILVBL
XM_049877209.1	LOC126072292	mRNA	ILVBL
XM_049877210.1	LOC126072293	mRNA	NOTCH3
XM_049877211.1	LOC126072289	mRNA	CD80
XM_049877212.1	LOC126072293	mRNA	NOTCH3
XM_049877213.1	LOC126072294	mRNA	BRD4
XM_049877214.1	LOC126072294	mRNA	BRD4
XM_049877215.1	LOC126072294	mRNA	BRD4
XM_049877216.1	LOC126072295	mRNA	AKAP8
XM_049877217.1	LOC126072295	mRNA	AKAP8
XM_049877218.1	LOC126072295	mRNA	AKAP8
XM_049877219.1	LOC126072295	mRNA	AKAP8
XM_049877220.1	LOC126072295	mRNA	AKAP8
XM_049877221.1	LOC126072289	mRNA	CD80
XM_049877222.1	LOC126072295	mRNA	AKAP8
XM_049877223.1	LOC126072296	mRNA	AKAP8L
XM_049877224.1	LOC126072297	mRNA	WIZ
XM_049877225.1	LOC126072297	mRNA	WIZ
XM_049877226.1	LOC126072297	mRNA	WIZ
XM_049877227.1	LOC126072297	mRNA	WIZ
XM_049877228.1	LOC126072297	mRNA	WIZ
XM_049877229.1	LOC126072297	mRNA	WIZ
XM_049877230.1	LOC126072297	mRNA	WIZ
XM_049877231.1	LOC126072297	mRNA	WIZ
XM_049877232.1	LOC126072297	mRNA	WIZ
XM_049877233.1	LOC126072299	mRNA	RASAL3
XM_049877234.1	LOC126072299	mRNA	RASAL3
XM_049877235.1	LOC126072298	mRNA	PLA1A
XM_049877236.1	LOC126072300	mRNA	LOC126072300
XM_049877237.1	LOC126072300	mRNA	LOC126072300
XM_049877238.1	LOC126072300	mRNA	LOC126072300
XM_049877239.1	LOC126072300	mRNA	LOC126072300
XM_049877240.1	LOC126072300	mRNA	LOC126072300
XM_049877241.1	LOC126072300	mRNA	LOC126072300
XM_049877242.1	LOC126072300	mRNA	LOC126072300
XM_049877243.1	LOC126072301	mRNA	LOC126072301
XM_049877244.1	LOC126072301	mRNA	LOC126072301
XM_049877245.1	LOC126072298	mRNA	PLA1A
XM_049877246.1	LOC126072301	mRNA	LOC126072301
XM_049877247.1	LOC126072301	mRNA	LOC126072301
XM_049877248.1	LOC126072301	mRNA	LOC126072301
XM_049877249.1	LOC126072301	mRNA	LOC126072301
XM_049877250.1	LOC126072302	mRNA	PGLYRP2
XM_049877251.1	LOC126072303	mRNA	LOC126072303
XM_049877252.1	LOC126072303	mRNA	LOC126072303
XM_049877253.1	LOC126072303	mRNA	LOC126072303
XM_049877254.1	LOC126072303	mRNA	LOC126072303
XM_049877255.1	LOC126072303	mRNA	LOC126072303
XM_049877256.1	LOC126072303	mRNA	LOC126072303
XM_049877257.1	LOC126072303	mRNA	LOC126072303
XM_049877258.1	LOC126072303	mRNA	LOC126072303
XM_049877259.1	LOC126072303	mRNA	LOC126072303
XM_049877260.1	LOC126072304	mRNA	ADPRH
XM_049877261.1	LOC126072303	mRNA	LOC126072303
XM_049877262.1	LOC126072303	mRNA	LOC126072303
XM_049877263.1	LOC126072303	mRNA	LOC126072303
XM_049877264.1	LOC126072305	mRNA	LOC126072305
XM_049877265.1	LOC126072305	mRNA	LOC126072305
XM_049877266.1	LOC126072305	mRNA	LOC126072305
XM_049877267.1	LOC126072306	mRNA	LOC126072306
XM_049877268.1	LOC126072306	mRNA	LOC126072306
XM_049877269.1	LOC126072306	mRNA	LOC126072306
XM_049877270.1	LOC126072304	mRNA	ADPRH
XM_049877271.1	LOC126072306	mRNA	LOC126072306
XM_049877272.1	LOC126072306	mRNA	LOC126072306
XM_049877273.1	LOC126072307	mRNA	LOC126072307
XM_049877274.1	LOC126072307	mRNA	LOC126072307
XM_049877275.1	LOC126072308	mRNA	LOC126072308
XM_049877276.1	LOC126072308	mRNA	LOC126072308
XM_049877277.1	LOC126072308	mRNA	LOC126072308
XM_049877278.1	LOC126072308	mRNA	LOC126072308
XM_049877279.1	LOC126072309	mRNA	LOC126072309
XM_049877280.1	LOC126072311	mRNA	LOC126072311
XM_049877281.1	LOC126072312	mRNA	LOC126072312
XM_049877282.1	LOC126072313	mRNA	TPM4
XM_049877283.1	LOC126072310	mRNA	POPDC2
XM_049877284.1	LOC126072313	mRNA	TPM4
XM_049877285.1	LOC126072313	mRNA	TPM4
XM_049877286.1	LOC126072313	mRNA	TPM4
XM_049877287.1	LOC126072314	mRNA	RAB8A
XM_049877288.1	LOC126072315	mRNA	HSH2D
XM_049877289.1	LOC126072315	mRNA	HSH2D
XM_049877290.1	LOC126072315	mRNA	HSH2D
XM_049877291.1	LOC126072316	mRNA	FAM32A
XM_049877292.1	LOC126072310	mRNA	POPDC2
XM_049877293.1	LOC126072317	mRNA	AP1M1
XM_049877294.1	LOC126072317	mRNA	AP1M1
XM_049877295.1	LOC126072318	mRNA	KLF2
XM_049877296.1	LOC126072319	mRNA	EPS15L1
XM_049877297.1	LOC126072319	mRNA	EPS15L1
XM_049877298.1	LOC126072319	mRNA	EPS15L1
XM_049877299.1	LOC126072319	mRNA	EPS15L1
XM_049877300.1	LOC126072319	mRNA	EPS15L1
XM_049877301.1	LOC126072310	mRNA	POPDC2
XM_049877302.1	LOC126072319	mRNA	EPS15L1
XM_049877303.1	LOC126072319	mRNA	EPS15L1
XM_049877304.1	LOC126072319	mRNA	EPS15L1
XM_049877305.1	LOC126072319	mRNA	EPS15L1
XM_049877306.1	LOC126072320	mRNA	CALR3
XM_049877307.1	LOC126072320	mRNA	CALR3
XM_049877308.1	LOC126072321	mRNA	CHERP
XM_049877309.1	LOC126072321	mRNA	CHERP
XM_049877310.1	C3H19orf44	mRNA	C3H19orf44
XM_049877311.1	C3H19orf44	mRNA	C3H19orf44
XM_049877312.1	C3H19orf44	mRNA	C3H19orf44
XM_049877313.1	LOC126072324	mRNA	SLC35E1
XM_049877314.1	LOC126072323	mRNA	LOC126072323
XM_049877315.1	LOC126072325	mRNA	MED26
XM_049877316.1	LOC126072325	mRNA	MED26
XM_049877317.1	LOC126072325	mRNA	MED26
XM_049877318.1	LOC126072326	mRNA	TMEM38A
XM_049877319.1	LOC126072327	mRNA	SMIM7
XM_049877320.1	LOC126072328	mRNA	NWD1
XM_049877321.1	LOC126072328	mRNA	NWD1
XM_049877322.1	LOC126072328	mRNA	NWD1
XM_049877323.1	LOC126072328	mRNA	NWD1
XM_049877324.1	LOC126072328	mRNA	NWD1
XM_049877325.1	LOC126072329	mRNA	CFAP91
XM_049877326.1	LOC126072328	mRNA	NWD1
XM_049877327.1	LOC126072328	mRNA	NWD1
XM_049877328.1	LOC126072331	mRNA	SIN3B
XM_049877329.1	LOC126072331	mRNA	SIN3B
XM_049877330.1	LOC126072331	mRNA	SIN3B
XM_049877331.1	LOC126072331	mRNA	SIN3B
XM_049877332.1	LOC126072332	mRNA	F2RL3
XM_049877333.1	LOC126072329	mRNA	CFAP91
XM_049877334.1	LOC126072335	mRNA	MYO9B
XM_049877335.1	LOC126072335	mRNA	MYO9B
XM_049877336.1	LOC126072335	mRNA	MYO9B
XM_049877337.1	LOC126072335	mRNA	MYO9B
XM_049877338.1	LOC126072335	mRNA	MYO9B
XM_049877339.1	LOC126072335	mRNA	MYO9B
XM_049877340.1	LOC126072335	mRNA	MYO9B
XM_049877341.1	LOC126072335	mRNA	MYO9B
XM_049877342.1	LOC126072336	mRNA	USE1
XM_049877343.1	LOC126072329	mRNA	CFAP91
XM_049877344.1	LOC126072337	mRNA	NR2F6
XM_049877345.1	LOC126072337	mRNA	NR2F6
XM_049877346.1	LOC126072338	mRNA	USHBP1
XM_049877347.1	LOC126072338	mRNA	USHBP1
XM_049877348.1	LOC126072338	mRNA	USHBP1
XM_049877349.1	LOC126072338	mRNA	USHBP1
XM_049877350.1	LOC126072338	mRNA	USHBP1
XM_049877351.1	LOC126072339	mRNA	BABAM1
XM_049877352.1	LOC126072329	mRNA	CFAP91
XM_049877353.1	LOC126072339	mRNA	BABAM1
XM_049877354.1	LOC126072340	mRNA	ANKLE1
XM_049877355.1	LOC126072340	mRNA	ANKLE1
XM_049877356.1	LOC126072341	mRNA	ABHD8
XM_049877357.1	LOC126072341	mRNA	ABHD8
XM_049877358.1	LOC126072342	mRNA	ANO8
XM_049877359.1	LOC126072342	mRNA	ANO8
XM_049877360.1	LOC126072342	mRNA	ANO8
XM_049877361.1	LOC126072329	mRNA	CFAP91
XM_049877362.1	LOC126072343	mRNA	GTPBP3
XM_049877363.1	LOC126072344	mRNA	DDA1
XM_049877364.1	LOC126072346	mRNA	PLVAP
XM_049877365.1	LOC126072347	mRNA	TMEM221
XM_049877366.1	LOC126072348	mRNA	MVB12A
XM_049877367.1	LOC126072349	mRNA	CCDC194
XM_049877368.1	LOC126072350	mRNA	BST2
XM_049877369.1	LOC126072352	mRNA	SLC27A1
XM_049877370.1	LOC126072352	mRNA	SLC27A1
XM_049877371.1	LOC126072352	mRNA	SLC27A1
XM_049877372.1	LOC126072352	mRNA	SLC27A1
XM_049877373.1	LOC126072351	mRNA	GSK3B
XM_049877374.1	LOC126072352	mRNA	SLC27A1
XM_049877375.1	LOC126072353	mRNA	PGLS
XM_049877376.1	LOC126072354	mRNA	COLGALT1
XM_049877377.1	LOC126072355	mRNA	NIBAN3
XM_049877378.1	LOC126072355	mRNA	NIBAN3
XM_049877379.1	LOC126072356	mRNA	UNC13A
XM_049877380.1	LOC126072357	mRNA	MAP1S
XM_049877381.1	LOC126072351	mRNA	GSK3B
XM_049877382.1	LOC126072358	mRNA	FCHO1
XM_049877383.1	LOC126072359	mRNA	B3GNT3
XM_049877384.1	LOC126072360	mRNA	JAK3
XM_049877385.1	LOC126072360	mRNA	JAK3
XM_049877386.1	LOC126072360	mRNA	JAK3
XM_049877387.1	LOC126072361	mRNA	INSL3
XM_049877388.1	LOC126072362	mRNA	SLC5A5
XM_049877389.1	LOC126072351	mRNA	GSK3B
XM_049877390.1	LOC126072362	mRNA	SLC5A5
XM_049877391.1	LOC126072362	mRNA	SLC5A5
XM_049877392.1	LOC126072362	mRNA	SLC5A5
XM_049877393.1	LOC126072363	mRNA	RPL18A
XM_049877394.1	LOC126072364	mRNA	CCDC124
XM_049877395.1	LOC126072364	mRNA	CCDC124
XM_049877396.1	LOC126072365	mRNA	KCNN1
XM_049877397.1	LOC126072365	mRNA	KCNN1
XM_049877398.1	LOC126072365	mRNA	KCNN1
XM_049877399.1	LOC126072365	mRNA	KCNN1
XM_049877400.1	LOC126072368	mRNA	ARRDC2
XM_049877401.1	LOC126072366	mRNA	GPR156
XM_049877402.1	LOC126072368	mRNA	ARRDC2
XM_049877403.1	LOC126072368	mRNA	ARRDC2
XM_049877404.1	LOC126072368	mRNA	ARRDC2
XM_049877405.1	LOC126072369	mRNA	IL12RB1
XM_049877406.1	LOC126072369	mRNA	IL12RB1
XM_049877407.1	LOC126072369	mRNA	IL12RB1
XM_049877408.1	LOC126072369	mRNA	IL12RB1
XM_049877409.1	LOC126072369	mRNA	IL12RB1
XM_049877410.1	LOC126072369	mRNA	IL12RB1
XM_049877411.1	LOC126072369	mRNA	IL12RB1
XM_049877412.1	LOC126072369	mRNA	IL12RB1
XM_049877413.1	LOC126072369	mRNA	IL12RB1
XM_049877414.1	LOC126072371	mRNA	MAST3
XM_049877415.1	LOC126072371	mRNA	MAST3
XM_049877416.1	LOC126072370	mRNA	LRRC58
XM_049877417.1	LOC126072371	mRNA	MAST3
XM_049877418.1	LOC126072371	mRNA	MAST3
XM_049877419.1	LOC126072371	mRNA	MAST3
XM_049877420.1	LOC126072371	mRNA	MAST3
XM_049877421.1	LOC126072371	mRNA	MAST3
XM_049877422.1	LOC126072371	mRNA	MAST3
XM_049877423.1	LOC126072371	mRNA	MAST3
XM_049877424.1	LOC126072371	mRNA	MAST3
XM_049877425.1	LOC126072371	mRNA	MAST3
XM_049877426.1	LOC126072371	mRNA	MAST3
XM_049877427.1	LOC126072371	mRNA	MAST3
XM_049877428.1	LOC126072373	mRNA	PIK3R2
XM_049877429.1	LOC126072374	mRNA	IFI30
XM_049877430.1	LOC126072375	mRNA	MPV17L2
XM_049877431.1	LOC126072372	mRNA	FSTL1
XM_049877432.1	LOC126072376	mRNA	RAB3A
XM_049877433.1	LOC126072377	mRNA	PDE4C
XM_049877434.1	LOC126072377	mRNA	PDE4C
XM_049877435.1	LOC126072377	mRNA	PDE4C
XM_049877436.1	LOC126072378	mRNA	JUND
XM_049877437.1	LOC126072379	mRNA	PGPEP1
XM_049877438.1	LOC126072379	mRNA	PGPEP1
XM_049877439.1	LOC126072379	mRNA	PGPEP1
XM_049877440.1	LOC126072379	mRNA	PGPEP1
XM_049877441.1	LOC126072379	mRNA	PGPEP1
XM_049877442.1	LOC126072379	mRNA	PGPEP1
XM_049877443.1	LOC126072381	mRNA	LSM4
XM_049877444.1	LOC126072382	mRNA	LOC126072382
XM_049877445.1	LOC126072382	mRNA	LOC126072382
XM_049877446.1	LOC126072382	mRNA	LOC126072382
XM_049877447.1	LOC126072383	mRNA	LOC126072383
XM_049877448.1	LOC126072380	mRNA	LOC126072380
XM_049877449.1	LOC126072384	mRNA	ISYNA1
XM_049877450.1	LOC126072385	mRNA	SSBP4
XM_049877451.1	LOC126072385	mRNA	SSBP4
XM_049877452.1	LOC126072385	mRNA	SSBP4
XM_049877453.1	LOC126072385	mRNA	SSBP4
XM_049877454.1	LOC126072385	mRNA	SSBP4
XM_049877455.1	LOC126072385	mRNA	SSBP4
XM_049877456.1	LOC126072385	mRNA	SSBP4
XM_049877457.1	LOC126072385	mRNA	SSBP4
XM_049877458.1	LOC126072385	mRNA	SSBP4
XM_049877459.1	LOC126072385	mRNA	SSBP4
XM_049877460.1	LOC126072385	mRNA	SSBP4
XM_049877461.1	LOC126072385	mRNA	SSBP4
XM_049877462.1	LOC126072385	mRNA	SSBP4
XM_049877463.1	LOC126072385	mRNA	SSBP4
XM_049877464.1	LOC126072385	mRNA	SSBP4
XM_049877465.1	LOC126072385	mRNA	SSBP4
XM_049877466.1	LOC126072387	mRNA	ELL
XM_049877467.1	LOC126072387	mRNA	ELL
XM_049877468.1	LOC126072389	mRNA	UPF1
XM_049877469.1	LOC126072389	mRNA	UPF1
XM_049877470.1	LOC126072390	mRNA	COMP
XM_049877471.1	LOC126072391	mRNA	CRTC1
XM_049877472.1	LOC126072391	mRNA	CRTC1
XM_049877473.1	LOC126072392	mRNA	KLHL26
XM_049877474.1	LOC126072392	mRNA	KLHL26
XM_049877475.1	LOC126072393	mRNA	CRLF1
XM_049877476.1	LOC126072393	mRNA	CRLF1
XM_049877477.1	LOC126072394	mRNA	FKBP8
XM_049877478.1	LOC126072394	mRNA	FKBP8
XM_049877479.1	LOC126072394	mRNA	FKBP8
XM_049877480.1	LOC126072394	mRNA	FKBP8
XM_049877481.1	LOC126072396	mRNA	GDF1
XM_049877482.1	LOC126072397	mRNA	CERS1
XM_049877483.1	LOC126072395	mRNA	GTF2E1
XM_049877484.1	LOC126072398	mRNA	TMEM59L
XM_049877485.1	LOC126072398	mRNA	TMEM59L
XM_049877486.1	LOC126072399	mRNA	KXD1
XM_049877487.1	LOC126072399	mRNA	KXD1
XM_049877488.1	LOC126072399	mRNA	KXD1
XM_049877489.1	LOC126072400	mRNA	UBA52
XM_049877490.1	LOC126072400	mRNA	UBA52
XM_049877491.1	LOC126072401	mRNA	REX1BD
XM_049877492.1	LOC126072401	mRNA	REX1BD
XM_049877493.1	LOC126072403	mRNA	COPE
XM_049877494.1	LOC126072404	mRNA	DDX49
XM_049877495.1	LOC126072404	mRNA	DDX49
XM_049877496.1	LOC126072402	mRNA	HGD
XM_049877497.1	LOC126072405	mRNA	HOMER3
XM_049877498.1	LOC126072405	mRNA	HOMER3
XM_049877499.1	LOC126072386	mRNA	GABBR1
XM_049877500.1	LOC126072408	mRNA	SUGP2
XM_049877501.1	LOC126072408	mRNA	SUGP2
XM_049877502.1	LOC126072408	mRNA	SUGP2
XM_049877503.1	LOC126072409	mRNA	ARMC6
XM_049877504.1	LOC126072409	mRNA	ARMC6
XM_049877505.1	LOC126072409	mRNA	ARMC6
XM_049877506.1	LOC126072411	mRNA	SLC25A42
XM_049877507.1	LOC126072411	mRNA	SLC25A42
XM_049877508.1	LOC126072411	mRNA	SLC25A42
XM_049877509.1	LOC126072410	mRNA	RABL3
XM_049877510.1	LOC126072412	mRNA	TMEM161A
XM_049877511.1	LOC126072413	mRNA	MEF2B
XM_049877512.1	LOC126072413	mRNA	MEF2B
XM_049877513.1	LOC126072414	mRNA	RFXANK
XM_049877514.1	LOC126072414	mRNA	RFXANK
XM_049877515.1	LOC126072414	mRNA	RFXANK
XM_049877516.1	LOC126072414	mRNA	RFXANK
XM_049877517.1	LOC126072414	mRNA	RFXANK
XM_049877518.1	LOC126072410	mRNA	RABL3
XM_049877519.1	LOC126072415	mRNA	BORCS8
XM_049877520.1	LOC126072415	mRNA	BORCS8
XM_049877521.1	LOC126072415	mRNA	BORCS8
XM_049877522.1	LOC126072416	mRNA	NR2C2AP
XM_049877523.1	LOC126072417	mRNA	NCAN
XM_049877524.1	LOC126072417	mRNA	NCAN
XM_049877525.1	LOC126072418	mRNA	SUGP1
XM_049877526.1	LOC126072419	mRNA	MAU2
XM_049877527.1	LOC126072419	mRNA	MAU2
XM_049877528.1	LOC126072419	mRNA	MAU2
XM_049877529.1	LOC126072419	mRNA	MAU2
XM_049877530.1	LOC126072421	mRNA	GATAD2A
XM_049877531.1	LOC126072420	mRNA	NDUFB4
XM_049877532.1	LOC126072421	mRNA	GATAD2A
XM_049877533.1	LOC126072421	mRNA	GATAD2A
XM_049877534.1	LOC126072421	mRNA	GATAD2A
XM_049877535.1	LOC126072421	mRNA	GATAD2A
XM_049877536.1	LOC126072421	mRNA	GATAD2A
XM_049877537.1	LOC126072421	mRNA	GATAD2A
XM_049877538.1	LOC126072421	mRNA	GATAD2A
XM_049877539.1	LOC126072421	mRNA	GATAD2A
XM_049877540.1	LOC126072421	mRNA	GATAD2A
XM_049877541.1	LOC126072421	mRNA	GATAD2A
XM_049877542.1	LOC126072423	mRNA	NDUFA13
XM_049877543.1	LOC126072423	mRNA	NDUFA13
XM_049877544.1	LOC126072424	mRNA	CILP2
XM_049877545.1	LOC126072425	mRNA	LPAR2
XM_049877546.1	LOC126072422	mRNA	POLQ
XM_049877547.1	LOC126072425	mRNA	LPAR2
XM_049877548.1	LOC126072425	mRNA	LPAR2
XM_049877549.1	LOC126072426	mRNA	GMIP
XM_049877550.1	LOC126072426	mRNA	GMIP
XM_049877551.1	LOC126072427	mRNA	ATP13A1
XM_049877552.1	LOC126072428	mRNA	SAMD11
XM_049877553.1	LOC126072428	mRNA	SAMD11
XM_049877554.1	LOC126072428	mRNA	SAMD11
XM_049877555.1	LOC126072422	mRNA	POLQ
XM_049877556.1	LOC126072428	mRNA	SAMD11
XM_049877557.1	LOC126072429	mRNA	NOC2L
XM_049877558.1	LOC126072429	mRNA	NOC2L
XM_049877559.1	LOC126072429	mRNA	NOC2L
XM_049877560.1	LOC126072429	mRNA	NOC2L
XM_049877561.1	LOC126072430	mRNA	KLHL17
XM_049877562.1	LOC126072430	mRNA	KLHL17
XM_049877563.1	LOC126072430	mRNA	KLHL17
XM_049877564.1	LOC126072422	mRNA	POLQ
XM_049877565.1	LOC126072431	mRNA	HES4
XM_049877566.1	LOC126072432	mRNA	ISG15
XM_049877567.1	LOC126072433	mRNA	AGRN
XM_049877568.1	LOC126072433	mRNA	AGRN
XM_049877569.1	LOC126072434	mRNA	RNF223
XM_049877570.1	C3H1orf159	mRNA	C3H1orf159
XM_049877571.1	C3H1orf159	mRNA	C3H1orf159
XM_049877572.1	C3H1orf159	mRNA	C3H1orf159
XM_049877573.1	C3H1orf159	mRNA	C3H1orf159
XM_049877574.1	C3H1orf159	mRNA	C3H1orf159
XM_049877575.1	LOC126072439	mRNA	TTLL10
XM_049877576.1	LOC126072436	mRNA	STXBP5L
XM_049877577.1	LOC126072441	mRNA	SDF4
XM_049877578.1	LOC126072442	mRNA	B3GALT6
XM_049877579.1	LOC126072443	mRNA	UBE2J2
XM_049877580.1	LOC126072444	mRNA	ACAP3
XM_049877581.1	LOC126072444	mRNA	ACAP3
XM_049877582.1	LOC126072445	mRNA	INTS11
XM_049877583.1	LOC126072436	mRNA	STXBP5L
XM_049877584.1	LOC126072445	mRNA	INTS11
XM_049877585.1	LOC126072446	mRNA	PUSL1
XM_049877586.1	LOC126072446	mRNA	PUSL1
XM_049877587.1	LOC126072446	mRNA	PUSL1
XM_049877588.1	LOC126072446	mRNA	PUSL1
XM_049877589.1	LOC126072386	mRNA	GABBR1
XM_049877590.1	LOC126072447	mRNA	CPTP
XM_049877591.1	LOC126072447	mRNA	CPTP
XM_049877592.1	LOC126072447	mRNA	CPTP
XM_049877593.1	LOC126072448	mRNA	DVL1
XM_049877594.1	LOC126072436	mRNA	STXBP5L
XM_049877595.1	LOC126072448	mRNA	DVL1
XM_049877596.1	LOC126072448	mRNA	DVL1
XM_049877597.1	LOC126072448	mRNA	DVL1
XM_049877598.1	LOC126072449	mRNA	TAS1R3
XM_049877599.1	LOC126072450	mRNA	MXRA8
XM_049877600.1	LOC126072450	mRNA	MXRA8
XM_049877601.1	LOC126072451	mRNA	CCNL2
XM_049877602.1	LOC126072451	mRNA	CCNL2
XM_049877603.1	LOC126072436	mRNA	STXBP5L
